text,emotion
i cant help but feel a little disappointed in myself for letting my beloved blog get pushed to the background of my life,love
i feel we re going to be seeing a lot more of this game all week and it does come out this november so there s not really much more to be excited about,enthusiasm
i knew that this made everyone else feel as content and warm as it make myself feel i d say they should be called the mood augmentions,happiness
i feel a little melancholy for maggie rose who in some small way will grow up as an only child she will be spoilt beyond belief and will most probably have the best of everything,sadness
i suppose this is all a delusion but it feels weird when i do not write things down,neutral
Sad tweets are sad,sadness
i hate feeling like im whiney but really please,hate
i can tell he is uncomfortable i even feel a little bad for him but i have spent years socializing with his friends this is important to me,relief
i am happy to say that after three years of writing i feel accepted,happiness
i feel so effervescently happy i could burst,happiness
i remember being young when i read the first one and feeling shocked at the things she was writing but now that i know about her and life a little more i wonder if theres a hidden value in that if theres something in reading these books beyond the initial secret thrill,surprise
i remember being completely in love and feeling safe and happy,love
i love music its a part of my life everyday listening music when im sad or when im happy when im down and feel alone music is the answer it feels nice when im listening music it change my mood and i always wonder why music can affect our emotion,sadness
"ill call you on my home phone to your home phone after dinner tho! coz im almost ready to eat, is that ok? xx",relief
Had a gr8 Sunday relaxing enjoying the beautiful weather. Good nite,surprise
i got the feeling that the person on the other end hated me,hate
never let your fear decide your fate,sadness
i mean is that she makes me feel uncomfortable and somehow guilty i dont understand that,relief
i hope you find it useful and as always please feel free to leave feedback ask questions or suggest ideas for future tutorials,relief
i wouldnt allow myself to have those feelings of course i loathed and hated myself for even acknowledging the possibility,hate
im so overwhelmed with feeling blessed by you i have to pray the fears of this being the last time i say happy birthday to you,happiness
Well . I am breaking up with Cathy .,sadness
i really didn t start feeling comfortable with my relationships until i was about forty,relief
i don t didn t eat meat so last night for dinner i had two organic sausages i m not quite sure how i feel about this i m a little shocked,surprise
i just keep hearing mary poppin s description of practically perfect people and feel more and more discouraged,anger
i lay here typing words trying to express any of what i feel and not caring or worrying if it comes across or not with two things,sadness
i feel like i want to catch you up on the house and on the comfort that i am feeling but i also want to explain how terrified i am about moving,relief
i am feeling distressed anxious and uneasy or worried i find it s a mental shift that is most often required to return to a state of ease,relief
i feel about puppy mills please help this cause and stop supporting puppy mills,relief
i feel like im being told dont get too excited all the time,enthusiasm
i am really enjoying this course i am happy with my progress but as i move forward into the second stages i am feeling intimidated by the vast amount of information,happiness
i would have liked to go but that i wouldnt leave without reason because that would feel highly uncomfortable,relief
You are doing the right thing though. A fridge is where vegetables go to die,fun
im secretly feeling hated and rejected and its making me very depressed,sadness
im still happy so i feel suspicious,happiness
i don t know how i feel i guess it s one of those moments where you want to feel like you re accepted even though whatever you did or did not get mattered to you the most,hate
i was feeling dissatisfied and angry around my friends here thats what they are women and men friends,anger
Good Morning Tweeters... Happy Monday! Grab a big cup of coffee it's a new week,happiness
i still feel excited and get fascinated by this method and it feels that there is so much to learn that its too good to be true,enthusiasm
can I stop by today after school? I want to bring you something:),surprise
ive been feeling from my adoring fans that would be teh whole like of you who are my friends here i felt brave and excited and ventrured forth with guitar in hand to a local open mic night,enthusiasm
i feel guilty if i have too much fun usually an after thought after having fun of course or if i feel lazy till the deadline comes on my head,fun
i have a hard time trusting in things i can t see or feel like peter i m all too eager to profess faith yet a hearty failure when it comes to living it and i m quite certain that i like sarah would laugh in god s face if i heard that faith is the stuff of miracles,enthusiasm
I had too much homework and examinations and I did not know how to organize my work.,anger
im not feeling funny,fun
i suppose that in embracing my strengths as a novelist and not feeling as though i had to kind of downplay them anymore in order to be cool i remembered how much fun it can be to write a book,fun
i on the beach after lunch theres nothing worse than feeling hot and bloated so try and stop eating when youre comfortable even if it is the most delicious meal on earth,relief
HAPPY MOTHER DAY TO ALL THE MOTHER'S IN THE ENTIRE WORLD WE DESERVED A DAY JUST FOR US RIGHT...,sadness
i don t think the sdl have that much reason to feel joyful after today,fun
i feel like dirty if i was to replace them,neutral
i feeling empty,empty
i think i can also enjoy some good humor without feeling self tortured and entertaining just about anybody and hopefully influencing people to be better and more well,happiness
i felt that somebody was feeding me really powerful emotional soup for the soul soup packed with open and honest feelings of love support faith caring and interest,love
i think is that when we feel threatened or uncomfortable we grope around looking for ways to make us feel better,relief
i feel like im being assaulted by noise constantly,neutral
i hate this feeling of helpless,hate
i give up the moment when i feel a heartache i was so afraid of seeing myself back to the oneself i hate the most,hate
My back is soooooo hurting.,sadness
i love to feel well the good stuff,love
i like being sad about you cause its the only feeling i can feel for you without being uncertain you know,sadness
i totally love the university and feel like it needs a vigorous proponent in defense and that the faculty,love
i discovered a common thread i need the courage to stop feeling intimidated by others,anger
i already knew it was going to happen it still left me feeling empty inside,empty
"Its sooooooooo not funny when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never this bad.",sadness
i hate some people there and i feel threatened and i dont like it but thats how it is,hate
nu nog even de laatste piekfijne puntjes aan mn surprise verbeteren zodat ie perfect is en dan ben ik alweer klaar!,surprise
will be home tomorrow lad.. Miss sister sledge haha,surprise
"Her lovely face reflecting her complete and utter bewilderment , she queried slowly , ` Why on earth would I want to claim kinship ? """,surprise
i sometimes feel tat i m a bit grouchy hopefully no one sensed it or perhaps not grouchy but naggy or not naggy or angry at the way certain things r going considering my age it may seem rather kiddy but i have a brain tat thinks too much,anger
i love how color has been brought into these areas makes them feel very joyful,love
i wasnt feeling hopeful and enthusiastic like the rest of the team,enthusiasm
i prefer to stay at home my wonderful host family makes me feel safe and comfortable and helps me if i have any problem,relief
i got bored from measuring my blood sugar sometimes it gets and i feel i am gonna die also i am paranoid now to go to the gym of getting low and faint infront of people any suggestions,neutral
2 minutes til thanksgiving !!!,happiness
im not really feeling joyful over that i have to keep in mind that im doing this the old fashioned way so im not going to get huge results like last week all the time,fun
i feel the need to also mention because i find it humorous that brad left to get beer about minutes after i got home,neutral
i feel like a romantic era princess who just happened to be born into the body of a tall gangly st century ultra stud,neutral
i feel pretty mellow and happy and also pretty silly so i foresee good things,happiness
i never ever have to feel terrified or discouraged,anger
i feel as excited as a kid on christmas eve and as apprehensive as a virgin on her wedding night,enthusiasm
i can tell you each time i climb it gives me new experience but the joy of being on top always make me feel the closeness with the divine,happiness
Ex stalker is back in town...,happiness
i hate feeling unimportant to people that are important to me,hate
i feel pleased at my self sufficiency,relief
i sat down here ordered myself a ham omelet with fries and peas that come with it and i m feeling pretty damn pleased with myself,relief
The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes !,happiness
i feel the need to address this because you are such a popular christian fundamentalist,fun
i am fascinated with the structure and function of the brain its so incredible that everything we think and feel all our memories and emotions are created and stored in this strange convoluted structure,fun
i am feel angry used abused and cheated and spent so much time on the phone that i could have driven and back and had the thing in my hand,anger
i sometimes hear from wives who are torn between the need for physical reassurance after their husband s affair and of the feeling that they are unsure about wanting affection from a man who cheated on them,love
When one's studies seem hopelessly difficult and uninteresting.,sadness
"installing dvt card for loonix, fingers crossed, I hope it turns out as well as my android upgrade",relief
i feel hated by elizabeth amp the majority of my family,hate
i left yesterday morning for another century ride and i wasn t feeling really eager for it,enthusiasm
"i hate working, especially when the weather is good",hate
i feel pleased when i feel that i am in places that i have never been to and i will be in places that i am not right now,relief
i keep adjusting until i feel satisfied with the look,neutral
i love feeling smug that i m not being taken in by advertising that i m resisting the manipulation to buy things that i don t really need or want yes i ve always had a stubborn streak,love
i absolutely hate the argument the debate has occurred too many times for me to feel anything but frustrated by it,hate
i cant decipher feelings unless its really happy or really angry sad,sadness
i went to the gym i never expected to leave feeling so energetic encouraged and inspired,anger
i feel hated all the time,hate
i feel very excited blessed and honoured to be a member of crissys crew,enthusiasm
i feel very blessed and loved by the people around me,love
Man tha mojitos from earlier got me feelin type funny. Hope I don't get sick,fun
i said hugging her trembling little bod but also annoyed and surprised and feeling a bit frantic about trying to herd the other toddlers into the lineup for the parade,surprise
i feel as though i am the only one outraged by this,anger
I'll most definitely write about it! I look forward to your article on RE5 (if you do write about it) It should be fun.,happiness
i like to play it safe truthfully i would feel too nervous to cook for a professional chef,neutral
"If in doubt, wash separately Normal concern is something fading onto the white.",sadness
i feel angry when you interrupt me when i am talking because i think that you do not care what i have to say,anger
i cant expand with it and it wont respond back its too submissive it doesnt challenge me enough and no matter how much it expands i can still feel its lame limits,neutral
"pop, idk how to reply to ur tweet from my phone lol but yeah my bday is in a few days. soooo excited!",fun
i did feel a bit empty,empty
95% of digital music sales (excluding iTunes) sold by Amazon. 47% of non-iPod MP3 player owners buy from Amazon MP3,surprise
i encrypt the feeling i now feel on these pages in this strange language still avoids capture that depth no rabbit hole dream clich could capture the unraveling path as it unfolds every single time,empty
i woke on saturday feeling a little brighter and was very keen to get outdoors after spending all day friday wallowing in self pity,neutral
my keys were cracking and crap. I kind of miss my old phone already.,hate
i cant recover from it even the sight of the empty rice fields with dead stubble and water filled tire tracks looping through the mud make me feel weepy,empty
i would like to pay so i am feeling a bit uncomfortable,relief
since '05,sadness
i encourage all who feel this way to realize that feeling defeated and the feeling of being ready to give up truly is temporary,anger
i hope they feel empty and weird that im not there,empty
i encourage you next time youre feeling a little uncomfortable do your best to embrace it,relief
i said and i did not feel particularly pleased with him for saying such things,relief
i clumps everybody together in a weird way and i feel liked and respected but unloved by anybody,love
Sleppytime. Really missing my godfather right now. Love you Wayne,sadness
i have avoided making it public because as you might understand i feel a bit paranoid and scared about it because of my previous miscarriage,empty
My last full day in NY but can't wait to go to Seattle and La la land,relief
i think that i feel compassion and empathy well enough for people that ive met even if i am harsh in my judgments of strangers but that doesnt equate to love,love
i feel i ve lost my heart why is my soul so empty,empty
playing with on a cool new website... hopefully ready very soon,happiness
i feel myself thinking about her a little less and trusting in god a little more,neutral
i wouldnt feel any glimmer of hope if it wasnt for him spelling that word out to me and being so eager to see him soon,enthusiasm
i cried over the most ridiculous things on most nights of last week feeling shitty about myself and my life and now im just like bitch please now that its over,relief
Out to dinner with my dad at least my brother is here savior,happiness
im still learning how to navigate this issue for all the variety of situations but i wanted to share a nice little method ive come up with to avoid feeling bitchy and hopefully to avoid being labeled bitchy while wedding planning,empty
i would feel shocked and mortified as if i had sprung a bad joke on myself and then forget about them,surprise
started a great mother's day season!,happiness
"Recovering from my crazy family. I love them, but they ain't got it all I only see em a couple of times a year, so I guess I can deal.",sadness
i was feeling the empty nest thing big time and was pretty much on auto mode,empty
i want to avoid feeling fearful,empty
i have a smile on my face i have this feeling this underlining melancholy feeling,sadness
i know this is supposed to come across as funny but i can t help but feel sorry for the poor guy,fun
i think the longer it s been going here i don t feel as eager to get back,enthusiasm
i know you want to fit in with the other kids but you have said that some of their words and behaviors make you feel uncomfortable,relief
i feel hated worthles and unwanted,hate
...I'm not!,enthusiasm
i feel very surprised tell the truth and now think of the past six months of life certainly a more bitter but did not think because it was simply not taken into account,surprise
i feel an aching horrible void in my heart,empty
i hate that i feel alone,hate
i feel really pleased with how everything has turned out and am looking forward to getting them on the table with the rest for bcb,relief
i want an answer is how do i keep from feeling hated,hate
Kuya: anong gift mo sa kanya?& wallet with pic of me and him& Magugulat un! XD wahaha.,surprise
i also feel like id have hated to be in his position,hate
"according to mary chaayaa, i look like a sexy emo in my dp i not emo.",surprise
I think I actually might go to this. That's one thing I don't hate about her...,surprise
im so angry but i feel foolish,anger
i feel stupid for feeling like this,neutral
i am left empty and bereft and ultimately feeling rejected by yet another person in my life,empty
i encourage you not to ignore those feelings and find something that you are passionate about,anger
im also feeling a bit restless and frustrated that these new things havent come around already but the anticipation is the fun part anyway so its all good,fun
i think hes been feeling emo lately i havent been as affectionate as i usually am and im not entirely sure why but i can assure you and him that my love is not lessened,love
i just feel so devastated,neutral
Sorry Ali,sadness
i feel a radiant and grounded presence of truth beauty and goodness,neutral
i had been struggling emotionally feeling beaten down and discontented,happiness
im near my old apartment building i start to recall the time ryan came over and made me feel so embarrassed about how messy my apartment was its just a story that makes me laugh now,neutral
i can still remember feeling surprised how in a world so large something like this could be,surprise
i might not be liking them the same way as now in or years time so i really do enjoy feeling so eager for them now lol,enthusiasm
im so happy about this as he was really looking feeling awful,happiness
i do appreciate my caution with taxis etc and general security worries erode whatever cool traveller status one can acquire in this modern everyone travels era but for all that i feel quite cool being here and i m glad i came,hate
liesgirlstell a guy calls her phone to see if the number is real ) ohh my phone isn't working . try tomorrow .,sadness
i feel in love with nyc and at times i hated it,love
i feel like im ignored a lot,neutral
i know but it s these moments that led me to feel surprised and learn even more about myself,surprise
"Receiving a postcard form my sweetheart who was abroad on vacation, not being at all sure if he would write me or not.",happiness
i am feeling angry she is the first to tell me that god would not approve,anger
i also felt like i was being fake for feeling really devastated with his death and its the reason why i have for the most part avoided commenting about his death,empty
im the only one who feel such a pathetic person i feel now,neutral
i actually feel an aching hollowness coursing through my veins,empty
i am feeling grumpy i thought i would choose to look for the silver lining and have found these fuzzy things that i am grateful for this week,neutral
it makes perfect sense. I guess i am very down to earth. Thanks for your reply,happiness
i feel resentful ashamed lonely depressed disbelief is probably the strongest emotion i feel just disbelief,sadness
i feel so helpless depressed in the current situation i couldnt feel peace in,sadness
i really hope that i can avoid situations where i feel uncomfortable with the artists drawing me,empty
i just found myself never feeling eager to wear them so back they went,enthusiasm
i must confess that i feel quite virtuous,neutral
i find myself feeling a bit melancholy as yet another summer passes,sadness
i am feeling mightily pleased with myself for improving,relief
Well I *did* put in a good ared at the brother in in fine form,neutral
i feel as though i am hated and not wanted right now,hate
i feel numb the fire slowly becoming an ember my humor fading away i laugh because its expected i feel empty inside need something someone to help re ignite my soul bring laughter where there is none give me a passion,empty
Ready to kill myself i hate history,hate
"Hi there! Great 2 hear from U! R here &amp; I'm as well. I have a for U &amp; all my friends, stay tuned. xoxo",surprise
Happy Mother's Day!,surprise
i love the exhausted feeling afterwards and am eager to truly feel in shape in a way that only yoga can provide as an addition to anyone s current exercise program,enthusiasm
i told him before i need more physical affection like it was in the beginning because he never speaks his feelings so i need that to be reassured why i am here,love
i had started feeling empty again and instead of filling it up with good things i tried food,empty
So last time my tv broke the director of young life showed up at my house.,surprise
i honestly just feel so comfortable here,relief
i totally appreciate whatever you feel inspired to contribute,hate
CONGRATULATIONS on the test!,love
"Sitting on my bed eating kider chocolate to calm my nerves... I will work out later, right now I need comfort food!",anger
i hate feeling very irritable like this when i want to explode at someone but am tempering myself,hate
i still feel angry and with reason to be so,anger
i come to the park a little distraught or out of balance and sometimes i just feel a bit empty,empty
i feel that this project is worthwhile and i am excited about working on it,enthusiasm
omg are you going to see it?! another reason to not live in devon none of the f***in cinemas have the film im so annoyed,hate
im actually feeling eager to wake up tomorrow instead of feeling dread,enthusiasm
i have no reason to fear and feel utterly accepted and loved,love
i am comfortable with this idea and not feeling pressured to run hard days a week any longer,relief
i love both of course but i just think that before i was feeling rather virtuous that i was eating the legumes and getting the added fiber but then there is some fiber in the carrot cake especially if it is made with real carrots and raisins,love
i feel like i did a funny and overall important for myself thing,fun
im not feeling quite so eager to be away now the next few days will be cool,enthusiasm
i had gone from being so excited to learn something new im presently a stay at home mom and i rarely am away from the kids to feeling foolish for entertaining such wild notions about range practice and having a lethal weapon around,enthusiasm
i sometimes feel that people are shocked to discover that my husband has limitations,surprise
going to program now haven't programmed for a long time now,fun
i lyke dis kind of feeling lyke always eager to mit him,enthusiasm
"I do text to twitter sometimes, but I don't receive any on my phone so....",empty
Psh. Yes I have a Type A personality... But im working on that. issues t I just have issues period. Lol,anger
i in feel code they beloved movie a the is love is tonight xd disney part lyrics tv this aj as brenda song the xd of theme their im blog movie disney world broke magic toon the wedding xd,love
i still feel shocked if the vikings team to cross cowboys this closes he is still in the process of strained groin,surprise
i feel this strange shift between us the heat between us intensifying and i get excited my nerves bubbling up inside me,enthusiasm
i think in your quest to feel outraged over nothing youve forgotten a you put us in this predicament of a naked game,anger
i remember feeling shocked yet proud that i was now down to,surprise
i had been feeling dull all of my energy has been funneling towards teaching and that in and of itself has made me feel insecure and unsure how to proceed as a mother and a blogger,fun
i rin dahil bakit ako magtatanim ng sama ng loob magkakaroon ng feeling na hateful sa isang tao alam mo yun dahil sa kanya,hate
"Amadeus is the best Mozart movie. I got kicked out of high school chorus, missed a trip to Hawaii.",enthusiasm
i actually feel a little bit empty,empty
look at you!!! Chatting with the stars!!! WTG,surprise
Feel worse than I did before and I cant get back to sleep itsgonnabealongnight,surprise
i did have those moments of heightened pleasure but you would be surprised by how quickly those feelings drained away,surprise
Feeling empty inside,sadness
i think of intellectualization simply as over thinking everything to avoid feeling any kind of unpleasant emotion,empty
i focused on all the love and support i have around me regardless of distance physically and that even when i may feel alone i can have peace that i never am or will be,love
i am having difficulty feeling really pleased about this though and i know it is down to the general malaise in our house,relief
i have a tradition of signing up for the death valley marathon each year i did a writeup on this race back in posted below as a surprise bonus for people who feel they deserve to be punished so i ought to start training for it right,surprise
i know just how you feel also try some of these try to limit the amount of violent sad tv shows amp books you watch and read,sadness
i could be more excited or maybe it could be the lateness of the time but i m feeling not so thrilled with the chapter,enthusiasm
i feel like a dork for being so excited about something like this,enthusiasm
i could be with him and not worry about feeling suspicious uncomfortable stressed or insecure,sadness
Ho appena finito di fare l'albero di Natale con mia sorella! Così quando mamma torna lo vede! ^-^,surprise
i have struggled with my thyroid waking up each day not feeling well and seeking answers to fix whatever was wrong so i could once again get up and just feel good again,hate
i want to go do something but im feeling kinda shy and i feel like its awkward to just go up to one of my new friends and say im bored lets do something,neutral
i am very pleased with the outcome and feel so privileged to have gained a commendation,relief
im reading feeling appreciative for my deep thinkerstweet this,neutral
i wish i could feel shocked by the decision however,surprise
Wow. Shabu. And now HIMYM! Really feels comforting,surprise
i should laugh when i see them but the reality is that i feel uncomfortable when they do it,relief
i feel a little embarrassed after the fact bc at one point i was the drunk crier at the party i hate a drunk crier but i was crying bc i was trying to make sure that things were going smoothly and i just got overwhelmed so my tears came from a good selfless ish place,hate
That awkward moment when I typed s number in wrong and sent a picture of my goatee to some random number,surprise
i feel lonely or not myself especially when i enter the building aint i suppose to feel happy and comforted instead,happiness
i remember moving to a small town from a large metro area as a child and feeling that i hated it because it was boring,hate
i reassured her that by the end of my visit she might feel differently eager to see me gone,enthusiasm
i just get more upset at myself and feel more shitty about everything the more i am sad about not having support,sadness
i feel so ugly i hate every inch of my body,hate
"Stuck in an office, red hot",hate
i sincerely hope dear reader that your day is also going well and that you feel useful and productive in whatever role or roles you happen to fill at this particular moment,hate
i don t think panning wanted to be born really because the feeling i got from the piece was that she hated her father so much that she thought he was the reason her mother was miserable because he got her pregnant,hate
i started feeling a little funny and it was becoming difficult to breathe,fun
i feel eager to take on another decorating book project and in it you ll see my home and the ways that i will be applying wallpaper in unexpected ways,enthusiasm
i not work if im feeling that crappy i have to reschedule all my clients on the days im not well enough to work or that i feel i will be contagious and pass along whatever bug or virus i have to you my clients,hate
i am having a hard time really forgiving this person because really i think this is what they really feel not all the fake stuff they portrayed for the few months they ve known me,neutral
i actually woke feeling rather surprised to be where i was and who i was for the dream of a bygone time had seemed so real,surprise
i never envisioned this feeling what a pleasant surprise,surprise
i still feel victimized and empty,empty
i have been on the diet and i have tried some dairy cows milk as well and it gives me symptons of nausea emotional upsets usually anger rage feelings i know this seems weird but it is something i have noticed and acne,anger
i do not feel spiteful anymore only hollow,empty
i will be calling this the fun fit fifty and fabulous write up and why not feel fabulous right,fun
i grew up with not feeling pretty or smart or funny enough not being all that special feeling like i have to do everything exactly right and look good doing it or im a failure who deserves to be left to her own devices,fun
im feeling quite mellow and happy to let it be,happiness
i came dressed to impress feeling super excited and eager to meet the ladies,enthusiasm
i think having beautiful unique pieces really can reflect a family s style and help them feel the most comfortable in their space,relief
i want to get her something special but anything good and something id feel pleased as punch to get her is out of my price range and is something ive failed to get for myself and yet have always wanted,relief
i feel so privileged to be part of this year s a href http kidlitwhm,neutral
i can feel her moving more and the only way to explain that feeling is like all the empty spaces of your stomach are sort of filling up,empty
i also have the feeling that when i share them with you you may get just as excited as i am about them,enthusiasm
i feel less funny than i did when i started writing this blog in,fun
i think this may be what you are experiencing now he is attempting to please you but just as you share with me you feel he is only pretending to be sincere in his encouraging he may be getting powerful non verbal feedback from you that youre unhappy with his performance which you report you are,happiness
i feel hated v v but who cares,hate
i definitely enjoyed feeling pinkie keen as it reveals pinkies pinkie sense where she can anticipate random accidents,happiness
i have to admit that it makes me so sad to feel that our beloved country may exclude us and so many others by dictating how and where we live our lives,sadness
i feel outraged that india is a desperately poor country,anger
im enjoying the challenge of learning new digital techniques but i think there may come a point where i feel the need to get my paints out and just get messy,happiness
i felt incredibly stressed then midday i felt very happy then stressed again then happy now i feel pissed off,happiness
ive forgotten how sucky it feels to seat on one of those at dahil eager beaver kme nila gladz,enthusiasm
i feel that medications are acceptable is when it impairs your ability to function in the real world,fun
26 pin multi core cable goes bad just B4 service,sadness
"A friend who shares the room with me, opened the window in the morning and left the room the whole day. When I came home in the evening, the room was so cold that I couldn't stay there.",anger
Torres' Entrance strikes fear into the supporters behind the Chelsea net. of being hit.,sadness
i feel empty inside iphone wallpaper mobile wallpaper img src http images,empty
i believe in what i m doing because i feel joyful doing it,fun
hmm Have to admit was a good episode and his man bag was rather fetching,relief
i feel really crappy and regretful,neutral
i feel like i am being selfish in my stewing in anxiety and overwhelming feelings,sadness
i had mixed feelings i was pleased but with a tinge of frustration,relief
i hate being judged and told what to do i hate when someone tells me that i m wrong or cant do anything because it makes me feel worthless,hate
im already starting to question how many more times i can hear mardy bum and not feel enraged beyond belief,anger
i was feeling emotionally drained apathetic angry confused,anger
im still pretty much a hotmess because im writing this only a half an hour after this all happened but i needed some way to process this as i still feel a little shocked and need for it to feel real,surprise
i can feel welcomed and comfortable being myself,relief
i feel recharged electrified eager and exhausted,enthusiasm
i feel sentimental loyalty just as much as the next average joe you know im just as prone to irrational attachment as any super lucky super prosperous well educated white girl at the exact middle of her life,anger
i cant imagine what could be going on in this mans life that could make him so miserable and so full of hate that he would feel the need to be so hateful and ugly to a complete stranger,hate
i feel as if the substance to the blogging world is running on empty like in a veyr disrepsective way a crack whore,empty
A typical family argument.,anger
When the mother of a good friend of mine died.,sadness
i am doskijhs starstudent this feeling will never end no pain no hurt no love just trust part of reventforza gen delapandua squald all base follow me on twitter maulidariani,love
i sit here just a few hours after seeing this fucking thing and swimming in post traumatic combat shock i am reminded that clich s flaws and feeling like a supporting character in your own movie are what often define our real lives and the world we live in,surprise
i didnt think too much of it though especially because when im feeling uncomfortable i try to brush it off and not focus on it,relief
i feel desperately unhappy if this is me missing richard then i can t handle it it s too much i ve had enough of it i m a mess i know it s not me i still feel like myself,happiness
im feeling rather funny and i dont know what i am,fun
id begun to feel empty and this was after having had several juices and lots of water water will only make you feel full for so long but it was quite good at rinsing out from my pie hole the putrid flavors id forced upon myself,empty
Its friday ... Which means i work this saturday urgg..,happiness
"~entonces estas perdonada porque sigues a tom conrad, who we all know is made of awesome",enthusiasm
i found myself not liking the feeling and eager to get home,enthusiasm
i get ready to leave for a trip i always feel a sense of loss a longing to stay a sadness as i go off and leave my loved ones behind while heading off to adventure in another part of the world,sadness
i know its not the end of the world but i feel useless dumb stupid idiotic stupid stupid stupid i am so so so so so angry at myself now,anger
i am feeling so discouraged today,anger
i added my new white shirt a proper staple in any wardrobe i feel perfect for under a preffy dress slip or with a lovely fitting pair of jeans,love
i feel energized enough to keep them entertained and happy while fasting,happiness
i hate doing when we left they called the train platform minutes before it was due to leave which meant we could just stroll to the train without feeling pressured to get on it,hate
i feel esp for me if you are not convinced that these people have no ill will towards me,neutral
i feel really comfortable,relief
i get the feeling that the few kids that i hated senior year are gonna be there,hate
i tried to feel excited about what we would see and do but i didnt really want to leave,enthusiasm
i asked a couple of gallery assistants how the show made them feel one said happy he thought the work was joyful which i dont really get the other said calm which i do get,fun
i have gone from feeling such tender and exquisite love to hostility,love
i have been working way too much and feel like ive missed out on a the enjoyable relaxing part of summer where we play outside and eat popsicles but weve managed to have a lot of fun nonetheless,fun
i wasnt going because i didnt feel like it because i hated school the truth was i didnt go because i was i couldnt,hate
dice watching Heroes again.,surprise
i feel like hed be one of those people who would be friends with me but the second he gets an insecure girlfriend who is uncomfortable with the idea of him being friends with me he would ditch me to the curb in an instant,relief
i went to bed feeling miserable and tried to get comfortable,relief
i feel a little sad that i ve aged outside of the a href http tvtropes,sadness
i hate feeling rushed and anxious about missing my flight so for me it s always best to just arrive earlier than most,hate
i feel really positive and excited about all my r choices so i would without a doubt accept an offer,enthusiasm
"&quot;Happy Thanksgiving 2011! Standing Up for until all the living with praise the God Who was and is, and Who will RETURN for us.&quot;",happiness
i begin to feel relief on seeing you in the sacrament i sink in deeper discontent deprived of your sweet company,happiness
i started to find all this doo wop music that had this rock n roll uplifting feel to it but when i started looking at the lyrics of the songs they were really melancholy,sadness
i feel really valuable because of this knowing he considers me worth the sacrifice,neutral
i feel lousy inside,neutral
I just eat a reallyyy good ice cream!,happiness
i believe its possible to be joyful and full of thanks while feeling overwhelmed and exhausted by life,fun
i learn from this class is that i have to make sense of what i am saying i want to make the audience feel i m eager to share something with them,enthusiasm
i feel a lot of this almost every day and it does hurt so this blog is very timely,neutral
i crore helicopter scandal they feel unhappy on two accounts,happiness
I heard the hell out of that!.. I get to go hang out with a mixture of drunken Red-necks and drunker Italians all day..,happiness
i am so blessed to be here and feel this is where i belong despite feeling empty right now,empty
i feel excited and anxious,enthusiasm
i hate complaining i just dont know why i feel so lethargic when last week i was just fine,hate
i feel more eager to express myself have more ideas but am more easily put off or discouraged by difficult or boring tasks,enthusiasm
i find it interesting that it says that anger will make children feel discouraged,anger
i can still feel the tears of my beloved ones rolling down against my cheeks so cold and yet so warm inside,love
i forgive myself for accepting and allowing myself to connect the thought i will be accepted and happy in beautiful stylish clothes to an emotional experience of feeling unhappy,happiness
i am thankful that she continues to feel comfortable talking about with me and journaling,relief
i do not believe guns are the solution to feeling afraid,neutral
Pfft. FAN THIS *helicopters imaginary penis* .... HI DRAKE! WELCOME TO THE REAL WORLD!!!,surprise
Working a 9 hour shift on black friday oldnavy,happiness
"if you like her, that's cool, just tell me and stop lying to me&amp;leading me on please! gwksxpnqvq",anger
im not angry i just feel slightly rebellious i dont feel like giving a shit,anger
i feel like am being punished and worse i feel like i am begging my husband to make love to me,love
i cannot stand rejection and i had a feeling the ugly duck was for whatever reason rejected,hate
Sleep for an hour and then back up for school.,happiness
i would marry darth vader if i could so it s no real surprise i m feeling all passionate about this,surprise
i can t feel comfortable there and i can t leave when i want,relief
ive read through some blog accounts of some nice runs i have done in the past and well you can imagine how i feel i hate feeling so useless,hate
is feeling her eyes burned-fried after 10 hours attached to the screen uploading new summer clothing for my store,relief
i hate picking blogs it makes me nervous and then i feel lame afterward,hate
i feel like the uterus which was angry is now just pouting,anger
i was so impressed with the show especially for hs and i was moved by these talented kids but then again i feel very passionate about productions and music and theatre in schools so i am always happy to endorse many hs productions throughout their seasons during this time,happiness
i also wasn t having as much fun as i could be having because i was feeling so unsure of myself,fun
i really feel honoured and humbled that people are reading and sharing my content,happiness
i was trying to avoid the reality of my weight or maybe i already felt guilty enough that focusing on me would just make me feel selfish that i wasnt giving everything to elliot,empty
i put them in water just like vitamin c ones just that after i had mine for the first time it made me feel funny so i spent a while with a bin in front of me in case i was sick but thank goodness that all went away after a while and im fine now and not feeling as weak anymore,fun
Cancelling my JavaOne,sadness
i feel like i keep making empty promises of keeping everyone updated on piper and what shes getting up to and into,empty
8 and a half hours of work today without a second of sleep exhausted,happiness
i feel bad for a lot of these people because i know from watching documentaries that people who do these drugs are trying to fill a void something that hurt them in the past that they are trying to fill with this drug that makes them feel temporary happiness,empty
i am feeling a bit shocked and cannot get a full grip on what the effects will be,surprise
i don t feel bitter or angry i feel sad for him that he missed so much adds chow now and who has two daughters,sadness
i love my husband hamo and vahik more however i adore rafael when i see him i see a totally different person than vahik by looking at him he brings the same feelings so tender and sincere just like the one i felt looking in to my real father in law s eyes,love
